"","dayOfWeek","dayOfMonth","month","year","reports","temp","dewp","slp","visib","wdsp","mxpsd","max","min","prcp","sndp"
"2416",4,15,8,2007,1308,77.8,69.1,1012,10,6.2,14,82,73.9,0.18,0
"2417",5,16,8,2007,1206,74.1,67.9,1012.9,7.1,5.8,27,78.8,71.1,0.83,0
"2418",6,17,8,2007,1353,71.9,57.5,1017.7,10,5.8,9.9,80.1,64.9,0,0
"2419",7,18,8,2007,1187,65.8,51.3,1022.1,10,5.4,14,75.9,60.1,0,0
"2420",1,19,8,2007,1088,65.1,60.7,1015.8,8,7,12,69.8,62.1,0.7,0
"2421",2,20,8,2007,1191,70.8,69.2,1011.7,5.8,5.1,9.9,75.9,66.2,1.37,0
"2422",3,21,8,2007,1285,74.2,69.4,1012,6.6,5.1,8.9,84.9,69.1,0.16,0
"2423",4,22,8,2007,1265,80.5,71.2,1013.1,9.9,7.9,28.9,90,70,0.09,0
"2424",5,23,8,2007,1107,76.3,69.3,1011.9,9.1,8.2,22.9,88,69.8,0.97,0
"2425",6,24,8,2007,1321,72.9,67.6,1009.5,9.1,7.5,17.1,81,69.1,2.06,0
"2426",7,25,8,2007,1304,72.4,64.7,1011,9.1,6.2,11.1,78.1,69.1,0.2,0
"2427",1,26,8,2007,1253,69.8,55.6,1017.9,9.8,3.1,8,78.1,61,0.01,0
"2428",2,27,8,2007,1233,71,57.4,1018.3,10,6.2,14,79,63,0,0
"2429",3,28,8,2007,1334,78.6,63.9,1015.7,10,7.8,13,90,70,0,0
"2430",4,29,8,2007,1289,79.2,65.6,1015.2,9.6,6.3,13,87.1,72,0,0
"2431",5,30,8,2007,1324,70.8,56.9,1021,10,11.1,15,75,66.9,0,0
"2432",6,31,8,2007,1329,67.4,52.6,1021.4,10,4.1,8.9,75.9,57,0,0
"2433",7,1,9,2007,1495,70.5,55.3,1022.7,10,3.4,8.9,79,60.1,0,0
"2434",1,2,9,2007,1217,73.1,56.5,1021.1,10,5.6,8.9,84,62.1,0,0
"2435",2,3,9,2007,1243,75.6,59.1,1018.6,10,5.6,9.9,88,64,0,0
"2436",3,4,9,2007,1242,78.7,60.2,1016,10,3.9,8.9,90,66.9,0,0
"2437",4,5,9,2007,1281,80.3,60.8,1014,9,5.7,11.1,91,72,0,0
"2438",5,6,9,2007,1296,79.1,65.3,1013.5,9.4,9.4,15.9,84.9,75,0,0
"2439",6,7,9,2007,1407,76.2,68.4,1010,7.5,12.9,18.1,84,71.1,0.09,0
"2440",7,8,9,2007,1347,73.2,59.3,1015.1,10,8.3,14,79,68,0.66,0
"2441",1,9,9,2007,1245,71.4,59.4,1016,10,8.1,13,79,63,0,0
"2442",2,10,9,2007,1139,68,60.1,1018,9.8,9.7,18.1,73,61,0,0
"2443",3,11,9,2007,1184,60.6,50,1012.2,9.9,11,20,71.1,51.1,0.25,0
"2444",4,12,9,2007,1126,57.1,40.2,1018.7,10,6.7,15,66,46,0,0
"2445",5,13,9,2007,1236,63.7,44.9,1017.6,10,6.2,9.9,79,53.1,0,0
"2446",6,14,9,2007,1363,63.6,42.6,1014,10,10,17.1,75.9,57,0,0
"2447",7,15,9,2007,1174,51.1,32.2,1025.8,10,7.5,18.1,62.1,42.1,0,0
"2448",1,16,9,2007,1192,58.3,39.1,1023.5,10,6.6,13,72,48.9,0,0
"2449",2,17,9,2007,1210,66,43.7,1020.4,10,8.7,15,80.1,55,0,0
"2450",3,18,9,2007,1294,76,56.1,1018,10,10.7,15,89.1,66,0,0
"2451",4,19,9,2007,1311,76.9,59.5,1017.8,9.3,9.3,13,86,69.1,0,0
"2452",5,20,9,2007,1263,70.6,58.4,1020.9,10,5.8,8.9,77,63,0,0
"2453",6,21,9,2007,1475,76.1,60.6,1013.5,8.3,8,15,90,66.9,0,0
"2454",7,22,9,2007,1344,70.5,45.5,1016.3,10,9.4,17.1,86,60.1,0,0
"2455",1,23,9,2007,1188,67.2,48.2,1022,10,4,8.9,82.9,55,0,0
"2456",2,24,9,2007,1302,78.7,59.7,1016.6,9.8,8.6,15,91,71.1,0,0
"2457",3,25,9,2007,1306,78.5,66.5,1013.2,10,8.6,14,88,73,0,0
"2458",4,26,9,2007,1190,63.7,54,1015.9,9.8,7.8,13,75,55,0.15,0
"2459",5,27,9,2007,1272,61.8,50.3,1015.1,9.2,4.5,15.9,73.9,52,0.14,0
"2460",6,28,9,2007,1396,62.3,44.6,1019.5,10,5.3,11.1,73,53.1,0,0
"2461",7,29,9,2007,1301,65,46.1,1024.2,10,6.7,12,82,52,0,0
"2462",1,30,9,2007,1226,71.8,45.1,1020.8,10,10.2,19,84,61,0,0
"2463",2,1,10,2007,1488,66.2,57.7,1015,7.9,9.9,17.1,80.1,59,0.26,0
"2464",3,2,10,2007,1289,67.5,58.6,1015.5,7.3,6.4,13,80.1,59,0.05,0
"2465",4,3,10,2007,1203,67.9,51.1,1012.8,9.7,8.3,18.1,78.1,55.9,0.1,0
"2466",5,4,10,2007,1247,67.8,50.9,1017.2,10,5.6,9.9,82.9,55.9,0,0
"2467",6,5,10,2007,1307,74.4,64.5,1018.2,9.3,5.3,11.1,84.9,68,0,0
"2468",7,6,10,2007,1312,78.9,66.8,1017.1,9.8,6.4,8.9,88,71.1,0.06,0
"2469",1,7,10,2007,1241,79.4,65.3,1016.5,10,5.2,8.9,88,70,0,0
"2470",2,8,10,2007,1271,78.6,62.4,1013.4,10,7.4,17.1,88,70,0,0
"2471",3,9,10,2007,1324,66.2,47.9,1013.7,10,10.1,19,79,55,0,0
"2472",4,10,10,2007,1293,51.3,35.2,1013.2,10,13.2,18.1,68,46.9,0,0
"2473",5,11,10,2007,1109,50.6,40.9,1015.4,9.9,14.5,21,55.9,48,0,0
"2474",6,12,10,2007,1361,49.9,34.4,1016.9,10,6.9,11.1,57,45,0,0
"2475",7,13,10,2007,1226,51.4,38.6,1017,10,3.5,7,59,44.1,0,0
"2476",1,14,10,2007,1123,58.2,45.8,1018.3,9.9,4.6,8,63,55,0,0
"2477",2,15,10,2007,1303,63.6,48,1015.2,10,6.3,8.9,77,55,0.01,0
"2478",3,16,10,2007,1341,64.4,56.5,1011.3,7.6,6.2,9.9,72,60.1,0.23,0
"2479",4,17,10,2007,1275,61.6,49.3,1012.7,9.8,6.1,12,73.9,50,0.19,0
"2480",5,18,10,2007,1298,69.2,60.3,996,8.7,15.3,22,79,64,0.4,0
"2481",6,19,10,2007,1315,59,49.1,994.2,9.8,15.5,22.9,66.9,53.6,0.05,0
"2482",7,20,10,2007,1313,58.9,42.5,1005.9,10,9.7,14,73.9,46.9,0,0
"2483",1,21,10,2007,1282,68.5,45.1,1007.6,10,15,24.1,79,57.9,0,0
"2484",2,22,10,2007,1172,60.1,47.9,1013.9,9.8,9.4,14,73.9,48.9,0,0
"2485",3,23,10,2007,1211,49,41.3,1014.2,9.8,7.8,13,53.1,46,0.18,0
"2486",4,24,10,2007,1222,49,34.7,1018.1,10,12.8,21,53.1,45,0.03,0
"2487",5,25,10,2007,1248,50,37.5,1024.1,10,14.2,18.1,55.9,45,0,0
"2488",6,26,10,2007,1300,57.5,47.5,1019,9.8,7.5,12,66,54,0,0
"2489",7,27,10,2007,1235,53.3,46,1021.1,7.1,8.2,18.1,57,48.9,0.49,0
"2490",1,28,10,2007,1200,45.7,29.4,1034.3,10,2.9,8.9,55.9,34,0.08,0
"2491",2,29,10,2007,1197,48.2,31.1,1031.3,10,7.6,14,60.1,39,0,0
"2492",3,30,10,2007,1363,53,35.4,1025.1,10,8.4,15,66,42.1,0,0
"2493",4,31,10,2007,1530,55.9,42.7,1016.4,9.7,12.7,20,63,50,0,0
"2494",5,1,11,2007,1506,46.2,24.3,1023.5,10,6.5,12,54,37,0,0
"2495",6,2,11,2007,1225,45.8,24.2,1024.6,10,6.2,13,57,36.9,0,0
"2496",7,3,11,2007,1299,47.4,26.5,1022.1,10,5.2,15,55.9,36,0,0
"2497",1,4,11,2007,1117,45.8,31.8,1014.4,9.9,7.5,15,53.1,39.9,0.01,0
"2498",2,5,11,2007,1164,48.9,29.3,1008.6,10,11.4,22,54,45,0,0
"2499",3,6,11,2007,1070,39.2,22.1,1018.2,10,14.7,24.1,45,34,0,0
"2500",4,7,11,2007,1143,37.9,20,1026.2,10,7.3,14,42.1,30.9,0,0
"2501",5,8,11,2007,1170,42.8,25,1015.9,10,7.7,13,52,37,0,0
"2502",6,9,11,2007,1254,41.4,27.7,1015.9,8.9,7.3,14,48,33.1,0,0
"2503",7,10,11,2007,1221,40.4,29.4,1022.7,9.9,5,9.9,51.1,28.9,0,0
"2504",1,11,11,2007,1181,46.6,36.7,1016,9,9.6,15.9,52,42.1,0.04,0
"2505",2,12,11,2007,1210,57.4,51.2,1015.1,7,6.9,11.1,66,52,0,0
"2506",3,13,11,2007,1169,50.1,34,1016.4,9.8,5,12,60.1,37,0,0
"2507",4,14,11,2007,1242,52,37.9,1007.3,8.4,11.8,19,55.9,46.9,0.01,0
"2508",5,15,11,2007,1128,38.9,21.3,1015.4,10,14.1,19,46.9,34,0,0
"2509",6,16,11,2007,1290,32.9,21.3,1019.2,9.8,4.8,11.1,39.9,25,0,0
"2510",7,17,11,2007,1142,39.5,30.2,1012.2,8.9,6.1,11.1,44.1,36,0,0
"2511",1,18,11,2007,1092,40.3,32.4,1023.6,9.3,9.6,17.1,42.1,37.9,0.01,0
"2512",2,19,11,2007,1137,45.3,41.1,1017.8,4.9,8.7,12,61,39,0.01,0
"2513",3,20,11,2007,1186,52,48.7,1013.1,3.6,6.8,11.1,61,46,0,0
"2514",4,21,11,2007,1041,45,41.7,1012.5,5.2,14.2,21,51.8,41,0.75,0
"2515",5,22,11,2007,811,33.2,27.3,1021.4,7.1,14.7,22,41,28.4,0.62,0
"2516",6,23,11,2007,992,27.2,15.2,1030.4,10,7.2,11.1,30.9,21.9,0,0
"2517",7,24,11,2007,1059,30.3,20.8,1027.4,10,6.8,13,37.9,26.1,0,0
"2518",1,25,11,2007,969,32.5,25.9,1022.7,9.3,7.7,13,37.9,28,0,0
"2519",2,26,11,2007,1071,34,29.9,1016.1,5.8,5.5,11.1,39,30.2,0,0
"2520",3,27,11,2007,1138,32.4,17.5,1023.9,9.8,9.2,17.1,39,28,0,0
"2521",4,28,11,2007,1170,35.4,19.9,1022.2,10,9.8,15.9,48.9,27,0,0
"2522",5,29,11,2007,1089,29.2,13.8,1021.6,10,14.6,21,48,19,0,0
"2523",6,30,11,2007,1140,31.7,14.1,1026.2,10,11,22.9,37,25,0,0
"2524",7,1,12,2007,1126,24.8,7.5,1032.1,8.1,7.4,22,30.2,15.8,0,0
"2525",1,2,12,2007,927,39.6,34.9,1009.2,7.6,10,19,48.9,28.9,0.41,0
"2526",2,3,12,2007,1062,26.8,17.7,1022.8,9.9,13.7,22.9,35.1,19,0.24,0
"2527",3,4,12,2007,1031,28.7,20.6,1018.8,9.7,5.1,8,33.8,25,0,0
"2528",4,5,12,2007,913,28.5,23.3,1014.3,3.8,11.1,22,32,21,0.24,3.9
"2529",5,6,12,2007,1042,15.9,7.4,1024.8,10,4.9,11.1,23,7,0.1,3.1
"2530",6,7,12,2007,977,27.1,22.8,1020.3,6,7.8,14,30.2,24.1,0.02,3.1
"2531",7,8,12,2007,950,23.4,15.1,1028.2,8.1,7.2,8.9,30.2,16,0,2
"2532",1,9,12,2007,881,29.2,25.9,1029.2,5.8,8.3,13,32,24.1,0.01,2
"2533",2,10,12,2007,1096,30.6,27,1027.3,4.1,4,8.9,33.8,28,0,2
"2534",3,11,12,2007,1091,31.8,29.3,1023.6,3.8,5,8,34,28,0.25,1.2
"2535",4,12,12,2007,1124,31.2,24.2,1025.3,8.6,7.8,12,36,26.1,0.43,1.2
"2536",5,13,12,2007,1123,32.3,27.1,1018.9,6.9,8.5,17.1,35.1,30,0,1.2
"2537",6,14,12,2007,1236,26.1,18.2,1026.1,9.7,7.6,15,30.9,19.9,0,1.2
"2538",7,15,12,2007,1016,28.8,23,1026.9,6.8,7.3,14,30.9,26.1,0.01,1.2
"2539",1,16,12,2007,770,26.3,20.6,1012.3,5,14.9,22,30.2,19,0.15,7.9
"2540",2,17,12,2007,972,18.7,14.2,1023.1,5.8,9,13,23,16,0.03,7.1
"2541",3,18,12,2007,1037,26.1,21.3,1019.1,8.3,8.8,12,35.1,19,0,5.9
"2542",4,19,12,2007,1018,28.5,22.4,1018.6,6,6.2,11.1,35.1,23,0,5.1
"2543",5,20,12,2007,1173,30.1,23.6,1019.5,4.4,6.2,11.1,39,24.1,0,3.9
"2544",6,21,12,2007,1278,35.8,31.6,1015.8,3.9,5.7,11.1,37.9,33.8,0.06,2
"2545",7,22,12,2007,1124,41.8,40.3,1013.7,2,7.7,13,48.9,35.6,0.04,1.2
"2546",1,23,12,2007,987,30.4,23.5,1003.7,5.7,21.3,28.9,52,15.1,0.13,0
"2547",2,24,12,2007,803,23.4,15.5,1015.8,8,15.2,26,27,18,0.1,0
"2548",3,25,12,2007,777,30,22.5,1022.6,9.3,8.3,13,42.1,24.1,0,0
"2549",4,26,12,2007,1035,36.1,26.8,1018.4,10,6,8.9,45,28.9,0,0
"2550",5,27,12,2007,1018,35.1,29.1,1016.1,7.9,5.9,13,42.1,30.9,0.08,0
"2551",6,28,12,2007,1060,32.5,27.5,1019.3,6.9,9,18.1,34,30.2,0.06,1.2
"2552",7,29,12,2007,999,26.6,21.2,1018,8.1,11.5,20,34,21.9,0.18,1.2
"2553",1,30,12,2007,1005,27.7,22.3,1018.1,7.8,5.9,9.9,33.8,24.1,0,1.2
"2554",2,31,12,2007,958,30.3,27.3,1011.4,4,2.6,8.9,32,24.1,0,1.2
"2555",3,1,1,2008,1834,24.6,20.7,1016.6,1.9,12,19,32,15.1,0.11,3.9
"2556",4,2,1,2008,919,9.8,2,1034.3,9.3,11,19,21,3,0,3.1
"2557",5,3,1,2008,916,9.9,2.7,1040.4,10,7.1,12,19,1,0,2
"2558",6,4,1,2008,1099,25.9,16.7,1027.3,10,11.3,15.9,33.1,19,0,2
"2559",7,5,1,2008,1183,37.9,30.4,1015.4,8.4,12.7,15.9,43,33.1,0.02,1.2
"2560",1,6,1,2008,1157,49.7,47.1,1009.4,4.8,10.8,15.9,60.8,42.1,0,0
"2561",2,7,1,2008,1149,59.6,54.8,1009.2,9.5,12.5,28.9,64.9,55.4,0,0
"2562",3,8,1,2008,1148,54.4,52.4,1005.8,7.5,9.3,15.9,57.9,45,1.65,0
"2563",4,9,1,2008,1204,35.8,30.5,1016.1,8.5,9.3,20,41,30.2,0.32,0
"2564",5,10,1,2008,1217,38,31.1,1013,8.8,6.7,14,44.1,33.1,0,0
"2565",6,11,1,2008,1316,35.6,31.8,1001.9,6.4,9.6,14,39.2,33.1,0.24,0
"2566",7,12,1,2008,1203,33.1,25.9,1015.6,8.5,6.6,12,42.1,27,0,0
"2567",1,13,1,2008,1079,33.8,28.2,1014.4,6.7,8.7,14,39,30,0,0
"2568",2,14,1,2008,1098,25.4,18.3,1017.2,8.3,12,15,30,21.2,0,0
"2569",3,15,1,2008,1200,19.6,11.5,1021.4,9.6,8,15,26.6,13.8,0,0
"2570",4,16,1,2008,1161,27.7,17.5,1021.6,10,8.4,15.9,39,21,0,0
"2571",5,17,1,2008,1048,31.6,23.7,1014.1,7.8,10.7,26,35.1,19,0,0
"2572",6,18,1,2008,1113,17.3,11.4,1016.8,9.2,13.2,21,28.9,10,0.07,0
"2573",7,19,1,2008,976,4.9,-3.4,1026.8,9.9,11.8,15.9,21.9,-2.9,0,0
"2574",1,20,1,2008,915,1,-9.6,1033.6,10,9.6,14,10,-4,0,0
"2575",2,21,1,2008,937,14.7,1.4,1036.8,9.2,6.5,11.1,28.4,7,0,0
"2576",3,22,1,2008,963,22.5,16.3,1020.8,5.5,11.5,22,30.9,10.9,0.14,2
"2577",4,23,1,2008,954,11.9,4.4,1021.4,7.7,7.6,12,16,7,0.09,2
"2578",5,24,1,2008,979,5.7,-5.1,1027.2,9.3,9,12,15.1,-2.9,0.01,2
"2579",6,25,1,2008,955,5,-5.4,1034.4,9.6,7.2,12,18,-2.9,0,2
"2580",7,26,1,2008,1002,23.3,16.9,1018.8,7.2,8.8,17.1,32,17.1,0.04,2
"2581",1,27,1,2008,924,22.5,14.8,1019.6,8.4,5.7,11.1,36,12,0.01,1.2
"2582",2,28,1,2008,1085,36.7,25.6,1011.8,9.9,11.6,22,44.1,28,0,1.2
"2583",3,29,1,2008,965,44.2,38.2,995,7.4,13.8,24.1,48.9,30.2,0.04,0
"2584",4,30,1,2008,856,7.1,-0.9,1017.8,7.4,17,28,30.9,-0.9,0.1,2
"2585",5,31,1,2008,855,17.3,9.6,1030.5,6.2,7.2,15,25,10.9,0,3.1
"2586",6,1,2,2008,1186,27.2,22.5,1014.2,3.6,11.9,21,30.9,24.1,0.08,7.9
"2587",7,2,2,2008,952,27.4,22.5,1019.5,7.1,6.6,11.1,30.9,24.8,0.02,7.1
"2588",1,3,2,2008,849,28.5,24.4,1022.5,4.3,5.1,11.1,30.9,26.1,0,5.1
"2589",2,4,2,2008,969,33.7,32.4,1013.6,1.1,7.5,13,43,30,0.16,5.9
"2590",3,5,2,2008,953,36.9,34.6,1011.6,5,8.3,15,43,33.8,0.08,2
"2591",4,6,2,2008,920,33.7,32.6,1004.5,3.1,17.8,28,35.1,30.2,0.3,3.9
"2592",5,7,2,2008,1012,27.4,22.9,1013.6,6.1,8.7,22.9,30.9,26.1,0.3,3.9
"2593",6,8,2,2008,1176,30.3,25.9,1011.8,6,5.8,9.9,37.9,26.1,0,3.9
"2594",7,9,2,2008,986,32.6,26.8,1008.6,6.9,12.4,18.1,39,28,0.12,3.1
"2595",1,10,2,2008,820,8,-5,1024.8,9.7,18,25.1,32,-2.9,0,3.1
"2596",2,11,2,2008,847,2.4,-10.4,1033.8,9,5.8,13,12,-2.9,0,3.1
"2597",3,12,2,2008,788,16.4,11,1022.3,5.4,9.2,14,21.9,12,0.03,5.1
"2598",4,13,2,2008,1006,16.2,9,1016.7,8.6,7.6,14,23,9,0.04,3.9
"2599",5,14,2,2008,1076,23.6,16.8,1016.2,9.6,9.7,15.9,36,15.1,0,3.9
"2600",6,15,2,2008,1117,23.1,11.8,1025.6,9.5,9.1,14,36,15.1,0,3.9
"2601",7,16,2,2008,1057,19.6,5,1026.6,10,4.8,9.9,33.1,10.9,0,3.1
"2602",1,17,2,2008,1023,40.1,36.2,1002.4,6.1,11.7,25.1,53.1,30,0.37,2
"2603",2,18,2,2008,959,25.6,18.3,1002.2,8.4,15.9,22.9,35.1,12,0.4,0
"2604",3,19,2,2008,963,9.1,0.1,1018.2,9.6,14.4,19,16,3.9,0,0
"2605",4,20,2,2008,969,13.6,1.9,1024.3,8.4,9.1,14,19.9,6.1,0,0
"2606",5,21,2,2008,996,15.9,4.1,1029.4,9.1,6.4,13,23,10,0,0
"2607",6,22,2,2008,1119,23.9,16.7,1017.2,9.3,5.1,9.9,30,19.9,0,0
"2608",7,23,2,2008,1066,27.2,17.1,1019.7,9.9,4.1,8.9,35.1,21,0,0
"2609",1,24,2,2008,982,27.6,19.7,1021.7,8.1,4.7,8.9,37,19.9,0,0
"2610",2,25,2,2008,1057,32.2,29.4,1014.5,5.2,6.9,9.9,34,30,0,0
"2611",3,26,2,2008,1060,29.8,25.3,1012.4,3.6,11.2,22,35.6,24.1,0.34,3.1
"2612",4,27,2,2008,1048,21,9,1018,10,9.2,15,25,16,0.01,3.1
"2613",5,28,2,2008,935,19.1,7.5,1024.8,10,4.7,8.9,25,10,0,2
"2614",6,29,2,2008,1160,30.5,24.4,1017.6,6.1,11.2,24.1,37.9,21.2,0.06,2
"2615",7,1,3,2008,1331,29.7,17.4,1021.8,10,7.6,15.9,36,23,0.05,1.2
"2616",1,2,3,2008,1003,41.3,32.5,1014.5,10,9.8,15.9,55.9,30,0,1.2
"2617",2,3,3,2008,1036,44.6,38.9,1008.2,8.4,12.2,20,57,28.4,0.08,0
"2618",3,4,3,2008,1060,28.4,17.8,1015.3,10,15.2,22.9,30.9,25,0.24,0
"2619",4,5,3,2008,1139,29.4,19.5,1013.7,10,7.1,17.1,37,21,0,0
"2620",5,6,3,2008,1054,30.4,20.7,1019.6,8.4,7.4,11.1,35.1,24.1,0,0
"2621",6,7,3,2008,1162,25.2,12.8,1025.4,9.8,11.5,18.1,30,21.9,0,0
"2622",7,8,3,2008,986,20.4,10.4,1019.4,7.1,11.9,17.1,25,15.8,0,0
"2623",1,9,3,2008,970,26.4,15.6,1023.4,9.9,4.9,8.9,37,21,0,0
"2624",2,10,3,2008,1105,31,24.7,1028.2,8.5,6.1,11.1,35.1,28.9,0,0
"2625",3,11,3,2008,1194,32.7,21.7,1021.4,7.6,9.8,19,48,23,0,0
"2626",4,12,3,2008,1196,37.2,27.8,1013.1,9.2,6.6,12,45,30,0,0
"2627",5,13,3,2008,1163,45.4,33,1006.2,9.4,10.9,15,59,36,0,0
"2628",6,14,3,2008,1248,46.4,30.7,1006.4,9.9,3.2,9.9,55,34,0,0
"2629",7,15,3,2008,1117,38.7,28.1,1010.7,10,10.1,15,50,33.8,0,0
"2630",1,16,3,2008,1033,32.6,21.9,1025.4,10,11.3,15,37,30,0,0
"2631",2,17,3,2008,1044,34.4,25.4,1031.5,9.2,9,15,39.9,30,0,0
"2632",3,18,3,2008,1015,39.8,37.9,1013.8,4.1,6.2,14,46.4,35.6,0.09,0
"2633",4,19,3,2008,1085,40.7,31.3,1010.9,9,10.6,15.9,46.9,37,0.05,0
"2634",5,20,3,2008,1094,37.9,22.4,1020.7,10,6.3,11.1,48,28,0,0
"2635",6,21,3,2008,952,32.6,27.4,1023.1,5.8,12.1,19,35.1,30,0.02,1.2
"2636",7,22,3,2008,945,31.8,23.7,1022.5,6.1,11.5,17.1,37,28,0.16,1.2
"2637",1,23,3,2008,948,32.9,20.7,1026.5,10,5.1,8,39.9,27,0.01,0
"2638",2,24,3,2008,1073,33.7,21.5,1027.8,10,6.3,12,39.9,28,0,0
"2639",3,25,3,2008,1222,43.5,26.6,1013.8,10,16.4,22.9,60.1,35.1,0,0
"2640",4,26,3,2008,1256,43,26.8,1018.8,10,7,13,52,32,0,0
"2641",5,27,3,2008,1027,39.9,31.5,1016.4,7.3,9.3,17.1,50,33.1,0,0
"2642",6,28,3,2008,1276,35.1,27.1,1022.6,8.3,11.3,15.9,39.9,33.1,0.32,0
"2643",7,29,3,2008,1117,35.7,20.7,1030.2,10,8.2,13,44.1,28.9,0.01,0
"2644",1,30,3,2008,1015,38.8,30.8,1023.7,7.9,8.7,15,43,36,0,0
"2645",2,31,3,2008,1119,45.5,44.5,1013,2.6,7.2,19,60.8,39.2,0.07,0
"2646",3,1,4,2008,1319,45.3,37.4,1011.7,9.9,15.6,28,61,37,0.28,0
"2647",4,2,4,2008,1172,39.4,25.9,1030.4,10,4.7,9.9,50,30,0,0
"2648",5,3,4,2008,1139,44.2,25.4,1022.1,10,7.2,15,54,36,0,0
"2649",6,4,4,2008,1284,43.5,34.6,1012.1,9.2,10.8,18.1,53.6,37.4,0.05,0
"2650",7,5,4,2008,1188,50.2,32,1015.4,9.9,6.5,9.9,63,39,0,0
"2651",1,6,4,2008,1156,54.3,33.6,1014.9,10,8.2,15,64.4,42.8,0,0
"2652",2,7,4,2008,1172,51.5,36,1012.4,9.6,11.2,19,64,45,0,0
"2653",3,8,4,2008,1146,44.1,36.4,1018,8.5,6.8,12,48.9,42.1,0.05,0
"2654",4,9,4,2008,1166,43.5,37.4,1018.1,8.4,9.7,18.1,51.8,37.4,0.45,0
"2655",5,10,4,2008,1131,41.5,38.2,1018.9,6.5,12.5,20,48.2,37.4,0.03,0
"2656",6,11,4,2008,1094,55.1,47.8,997.9,8.1,14.4,22.9,64.9,44.1,0.57,0
"2657",7,12,4,2008,1030,39.1,36.6,1002.1,7.4,11.3,16.9,44.1,37,0.1,0
"2658",1,13,4,2008,975,36.9,30.1,1016.3,8,13.4,18.1,39.2,33.8,0.15,0
"2659",2,14,4,2008,1153,40.5,26,1024.5,10,7.5,9.9,50,34,0,0
"2660",3,15,4,2008,1397,44.9,24.4,1024.2,10,8.1,16.9,59,33.1,0,0
"2661",4,16,4,2008,1269,56.7,33,1014.2,10,17.2,27,72,46,0,0
"2662",5,17,4,2008,1233,60.3,41.4,1013.6,10,8.5,16.9,73.9,52,0,0
"2663",6,18,4,2008,1319,62.9,46.2,1011,10,9.7,18.1,75.9,50,0,0
"2664",7,19,4,2008,1186,58.9,52.4,1008.7,8.5,6.4,13,69.8,53.6,0.02,0
"2665",1,20,4,2008,1148,55.9,46.1,1012.5,8.1,3.7,11.1,69.8,46.4,0.08,0
"2666",2,21,4,2008,1295,59,46,1015.9,8.3,3.9,12,75,45,0,0
"2667",3,22,4,2008,1308,65.2,49.3,1015.5,9,6.9,14,73.9,55.4,0,0
"2668",4,23,4,2008,1259,65.8,45.1,1020.1,10,8.8,15,73.9,57.9,0,0
"2669",5,24,4,2008,1168,63.7,37.9,1018.4,9.7,12.7,22,73.9,52,0.03,0
"2670",6,25,4,2008,1298,69.5,58.8,1007.4,8.7,12.7,21,82.4,62.6,0.02,0
"2671",7,26,4,2008,1131,51,37.9,1013.7,9.4,18.8,27,75.2,39.2,0.34,0
"2672",1,27,4,2008,1061,48.5,28.5,1020.9,10,7.5,13,55,39.9,0,0
"2673",2,28,4,2008,1090,42,31.8,1014.5,8.3,6.7,15.9,52,37,0.17,0
"2674",3,29,4,2008,1105,39.3,27.2,1020.8,9.8,9.5,18.1,44.1,35.1,0.02,0
"2675",4,30,4,2008,1201,44.8,27,1017.8,10,7.2,12,59,35.1,0,0
"2676",5,1,5,2008,1450,60.3,46.2,1006.8,9.7,8.5,15.9,73,48,0,0
"2677",6,2,5,2008,1300,67.3,58.8,1000.7,8.8,12.2,25.1,73.9,63,0,0
"2678",7,3,5,2008,1071,54.1,44.4,1001.2,9.1,12.3,22.9,69.1,46.9,0.74,0
"2679",1,4,5,2008,989,52.1,34.8,1016.6,10,5.2,8.9,66,39,0.01,0
"2680",2,5,5,2008,1267,61.9,35.8,1015.9,10,5.8,8.9,73.9,50,0,0
"2681",3,6,5,2008,1223,66.2,41.1,1013.4,10,5.8,12,82,52,0,0
"2682",4,7,5,2008,1338,65.7,53.3,1005.5,8.6,8.3,18.1,75.9,59,0,0
"2683",5,8,5,2008,1185,52.4,37.9,1009.3,9.6,14.5,19,68,46.9,0.71,0
"2684",6,9,5,2008,1327,50.5,35.1,1009.9,10,7.7,14,57.9,42.1,0,0
"2685",7,10,5,2008,1250,51.9,36.5,1013,10,4.4,12,61,41,0,0
"2686",1,11,5,2008,1012,52.4,44.5,999.9,7.8,14.3,25.1,57.9,46.4,0.25,0
"2687",2,12,5,2008,1141,48.6,38.9,1013,10,8,15,55.9,41,1.21,0
"2688",3,13,5,2008,1168,56.7,41.1,1015.7,10,11.3,22.9,73,45,0,0
"2689",4,14,5,2008,1247,58.2,52.4,1010.4,8.8,9.9,15,68,53.1,0.34,0
"2690",5,15,5,2008,1308,50.5,38.2,1018,10,6.5,14,57,43,0.02,0
"2691",6,16,5,2008,1367,56.2,39.1,1013.7,10,6.4,18.1,72,41,0,0
"2692",7,17,5,2008,1240,65.9,41.2,1003.2,10,12.5,17.1,73,61,0,0
"2693",1,18,5,2008,1068,52.4,41.8,1002.4,9.5,8.1,15,68,48,0.26,0
"2694",2,19,5,2008,1229,50.9,34.6,1005.8,10,4.9,12,59,42.1,0,0
"2695",3,20,5,2008,1283,54.4,36.3,1004.4,10,6.3,12,64,48.9,0,0
"2696",4,21,5,2008,1264,54.8,36.4,1005.1,10,8,15,64.9,45,0,0
"2697",5,22,5,2008,1259,52.9,38.3,1011.4,10,9.2,15,64,46.9,0,0
